Animal_ID,Admission,Found_Location,Type,Condition,Animal_Type,Admission_Sex,Admission_Age,Breed,Colour,Discharge,DOB,Discharge_Sex,Discharge_Age,binary_outcome,Admission_Spayed/Neutered,Discharge_Spayed/Neutered,Found_Area,Mix/PureBred,Mixed/Single_Color,Time_In_Shelter,Admission_Month
A669372,2013-12-19 14:13:00,3100 Rogge in Austin (TX),Stray,Normal,Dog,Female,275,Pug Mix,Sable/White,2013-12-23 14:12:00,2013-03-19 00:00:00,Female,279,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,3,12
A782761,2018-10-20 15:36:00,Austin (TX),Owner Surrender,Normal,Cat,Male,66,Domestic Shorthair Mix,Orange Tabby,2018-10-24 16:43:00,2018-08-15 00:00:00,Male,70,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,4,10
A702814,2015-05-18 11:17:00,1167 Harvey in Austin (TX),Stray,Normal,Cat,Unknown,15,Domestic Shorthair Mix,Black,2015-05-18 13:38:00,2015-05-03 00:00:00,Unknown,15,0.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,0,5
A731512,2016-07-23 12:06:00,Austin (TX),Stray,Normal,Cat,Male,53,Domestic Shorthair Mix,Blue Tabby/White,2016-09-08 18:02:00,2016-05-31 00:00:00,Male,100,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,47,7
A720975,2016-02-18 17:27:00,1941 Gaston Place Dr in Austin (TX),Stray,Sick,Dog,Male,730,Shih Tzu Mix,Cream,2016-02-22 13:18:00,2014-02-18 00:00:00,Male,734,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,3,2
A752420,2017-06-22 11:02:00,Manchaca And Ben White in Austin (TX),Stray,Normal,Dog,Male,365,Dachshund Mix,Red Tick,2017-06-27 09:37:00,2016-06-22 00:00:00,Male,370,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,4,6
A664436,2013-10-03 11:51:00,21473 Coyote Trl in Lago Vista (TX),Stray,Normal,Cat,Male,153,Domestic Shorthair Mix,Black/White,2013-10-03 15:33:00,2013-05-03 00:00:00,Male,153,0.0,Intact,Intact,Lago Vista (TX),Mixed,Mixed Colour,0,10
A679978,2014-05-28 15:30:00,Congress Ave & E 5Th St in Austin (TX),Stray,Normal,Cat,Female,22,Domestic Shorthair Mix,Brown Tabby/White,2014-07-13 18:48:00,2014-05-06 00:00:00,Female,68,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,46,5
A687768,2014-09-09 16:51:00,3414 Crownover St in Austin (TX),Stray,Normal,Cat,Female,0,Domestic Shorthair Mix,Calico,2014-11-19 17:18:00,2014-09-09 00:00:00,Female,71,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,71,9
A706482,2015-06-29 13:30:00,5801 Signal Point in Austin (TX),Stray,Normal,Cat,Unknown,27,Domestic Longhair Mix,Brown Tabby,2015-06-29 14:40:00,2015-06-02 00:00:00,Unknown,27,0.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,0,6
A747251,2017-04-17 11:23:00,Austin (TX),Stray,Normal,Cat,Female,365,Siamese Mix,Chocolate Point,2017-07-09 19:00:00,2016-04-17 00:00:00,Female,448,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,83,4
A718347,2015-12-31 12:29:00,Austin (TX),Public Assist,Normal,Dog,Male,3289,Australian Shepherd Mix,Sable,2016-04-13 17:26:00,2006-12-29 00:00:00,Male,3393,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,104,12
A693871,2014-12-16 10:45:00,1201 Payton Gin Rd in Austin (TX),Stray,Normal,Dog,Female,76,Labrador Retriever Mix,Fawn,2014-12-20 18:44:00,2014-10-01 00:00:00,Female,80,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,4,12
A732234,2016-08-04 14:46:00,Hays (TX),Owner Surrender,Normal,Cat,Female,22,Manx Mix,Blue Tabby,2016-09-05 16:54:00,2016-07-13 00:00:00,Female,54,0.0,Intact,Intact,Hays (TX),Mixed,Single colour,32,8
A784855,2018-11-20 17:18:00,Montopolis Drive And Ponca Street in Austin (TX),Stray,Normal,Dog,Female,365,Chihuahua Shorthair Mix,Black/Tan,2018-11-29 11:39:00,2017-11-20 00:00:00,Female,374,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,8,11
A789065,2019-02-13 18:50:00,8113 Ganttcrest Drive in Austin (TX),Stray,Normal,Dog,Female,730,Labrador Retriever/Border Collie,Black/White,2019-03-11 13:19:00,2017-02-13 00:00:00,Female,756,0.0,Intact,Spayed,Austin (TX),Purebred,Mixed Colour,25,2
A760882,2017-10-25 13:09:00,183 And Mc Neil in Travis (TX),Stray,Normal,Dog,Female,2139,Pit Bull Mix,Fawn/White,2017-12-17 17:17:00,2011-12-17 00:00:00,Female,2192,0.0,Spayed,Spayed,Travis (TX),Mixed,Mixed Colour,53,10
A677388,2014-04-24 15:58:00,8501 Mayview Dr in Austin (TX),Stray,Normal,Dog,Male,365,Pit Bull Mix,Blue,2014-05-15 12:49:00,2013-04-24 00:00:00,Male,386,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,20,4
A680948,2014-06-10 11:41:00,8101 Salt Springs Dr in Austin (TX),Stray,Normal,Dog,Female,365,German Shepherd/Australian Kelpie,Brown/White,2014-06-16 11:22:00,2013-06-10 00:00:00,Female,371,0.0,Intact,Spayed,Austin (TX),Purebred,Mixed Colour,5,6
A803853,2019-09-07 12:47:00,Town Lake Trail in Austin (TX),Stray,Normal,Dog,Female,730,Labrador Retriever,Brown,2019-09-07 15:09:00,2017-09-07 00:00:00,Female,730,0.0,Spayed,Spayed,Austin (TX),Purebred,Single colour,0,9
A698905,2015-03-19 14:21:00,2501 Manor Rd in Austin (TX),Wildlife,Normal,Bat,Unknown,365,Bat Mix,Brown,2015-03-19 14:40:00,2014-03-19 00:00:00,Unknown,365,1.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,0,3
A696495,2017-12-13 14:29:00,12419 Metric Blvd in Austin (TX),Stray,Normal,Dog,Female,4017,Labrador Retriever,Red,2018-05-26 11:53:00,2006-12-14 00:00:00,Female,4181,0.0,Spayed,Spayed,Austin (TX),Purebred,Single colour,163,12
A759113,2017-09-27 11:35:00,1301 Barbergale Street in Pflugerville (TX),Stray,Normal,Cat,Female,365,Domestic Shorthair Mix,Gray Tabby,2017-09-30 18:47:00,2016-09-27 00:00:00,Female,368,0.0,Intact,Intact,Pflugerville (TX),Mixed,Single colour,3,9
A731005,2016-07-14 15:56:00,4711 Sara Dr in Austin (TX),Stray,Normal,Dog,Female,122,Doberman Pinsch Mix,Black/White,2016-07-24 17:45:00,2016-03-14 00:00:00,Female,132,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,10,7
A318574,2015-06-13 14:41:00,Austin (TX),Owner Surrender,Normal,Cat,Male,4438,Domestic Shorthair,Brown Tabby,2015-07-31 17:02:00,2003-04-19 00:00:00,Male,4486,0.0,Neutered,Neutered,Austin (TX),Purebred,Single colour,48,6
A675036,2014-03-21 18:40:00,N Lamar/ Braker in Austin (TX),Stray,Normal,Dog,Female,912,Chihuahua Shorthair/Dachshund,Gray/White,2014-06-08 11:40:00,2011-09-21 00:00:00,Female,991,0.0,Intact,Spayed,Austin (TX),Purebred,Mixed Colour,78,3
A732310,2016-08-05 16:25:00,Austin (TX),Stray,Normal,Cat,Female,46,Domestic Shorthair Mix,Tortie,2016-11-07 19:13:00,2016-06-20 00:00:00,Female,140,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,94,8
A740816,2016-12-23 15:32:00,18421 Basket Flower Bend in Travis (TX),Stray,Normal,Dog,Male,275,Great Pyrenees Mix,White,2016-12-28 18:24:00,2016-03-23 00:00:00,Male,280,0.0,Intact,Neutered,Travis (TX),Mixed,Single colour,5,12
A782442,2018-10-15 12:10:00,1054 Springdale in Austin (TX),Stray,Normal,Cat,Male,22,Domestic Medium Hair Mix,Brown Tabby,2018-10-16 08:54:00,2018-09-23 00:00:00,Male,23,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,10
A772506,2018-05-20 13:30:00,10306 Morado Cove in Austin (TX),Stray,Normal,Cat,Male,30,Domestic Shorthair Mix,Cream Tabby,2018-07-04 11:41:00,2018-04-20 00:00:00,Male,75,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,44,5
A813026,2020-02-02 16:02:00,6900 Circle S in Austin (TX),Stray,Normal,Dog,Female,2191,Pit Bull,Black/White,2020-02-02 17:47:00,2014-02-02 00:00:00,Female,2191,0.0,Intact,Intact,Austin (TX),Purebred,Mixed Colour,0,2
A658340,2019-08-07 12:18:00,Austin (TX),Owner Surrender,Sick,Dog,Male,2190,Chihuahua Shorthair Mix,Black,2019-08-07 17:22:00,2013-08-08 00:00:00,Male,2190,0.0,Neutered,Neutered,Austin (TX),Mixed,Single colour,0,8
A721613,2016-03-01 12:10:00,12529 Sky Harbor in Del Valle (TX),Stray,Normal,Dog,Male,364,Pug/Chihuahua Shorthair,Tan/Black,2016-03-04 17:42:00,2015-03-03 00:00:00,Male,367,0.0,Intact,Neutered,Del Valle (TX),Purebred,Mixed Colour,3,3
A568084,2014-10-04 13:28:00,Austin (TX),Owner Surrender,Normal,Dog,Female,1822,Chihuahua Shorthair Mix,Tricolor,2014-10-06 11:02:00,2009-10-08 00:00:00,Female,1824,0.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,1,10
A678095,2014-05-03 17:38:00,Austin (TX),Stray,Normal,Cat,Male,76,Domestic Medium Hair Mix,Brown Tabby,2014-05-07 18:17:00,2014-02-16 00:00:00,Male,80,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,4,5
A699016,2015-03-21 11:14:00,407 Vargas Road in Austin (TX),Stray,Normal,Dog,Female,1095,American Staffordshire Terrier Mix,Blue/White,2015-07-05 13:02:00,2012-03-21 00:00:00,Female,1201,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,106,3
A487913,2018-05-20 13:58:00,Austin (TX),Owner Surrender,Normal,Dog,Male,3994,Boxer/Bulldog,Brown/White,2018-08-14 16:27:00,2007-06-13 00:00:00,Male,4080,0.0,Neutered,Neutered,Austin (TX),Purebred,Mixed Colour,86,5
A726286,2016-05-09 11:52:00,4522 Felicity Ln in Austin (TX),Stray,Nursing,Cat,Female,14,Domestic Shorthair Mix,Brown Tabby,2016-05-16 15:52:00,2016-04-25 00:00:00,Female,21,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,7,5
A733538,2016-08-23 17:16:00,9816 Bundoran in Austin (TX),Owner Surrender,Normal,Cat,Male,366,Domestic Shorthair Mix,Cream Tabby/White,2016-10-05 13:33:00,2015-08-23 00:00:00,Male,409,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,42,8
A794894,2019-05-13 16:06:00,Grady And 35 in Austin (TX),Stray,Normal,Cat,Male,33,Domestic Medium Hair,Blue/White,2019-05-16 12:45:00,2019-04-10 00:00:00,Male,36,0.0,Intact,Intact,Austin (TX),Purebred,Mixed Colour,2,5
A742996,2017-02-01 13:11:00,Thrasher Ln in Austin (TX),Public Assist,Normal,Dog,Male,1096,Labrador Retriever Mix,Red,2017-02-10 11:23:00,2014-02-01 00:00:00,Male,1105,0.0,Neutered,Neutered,Austin (TX),Mixed,Single colour,8,2
A784336,2018-11-14 15:06:00,Travis (TX),Owner Surrender,Normal,Cat,Female,365,Domestic Shorthair Mix,White/Brown Tabby,2018-11-18 12:29:00,2017-11-14 00:00:00,Female,369,0.0,Intact,Spayed,Travis (TX),Mixed,Mixed Colour,3,11
A677712,2014-04-28 11:37:00,14503 Menifee St in Austin (TX),Stray,Normal,Cat,Female,365,Domestic Medium Hair Mix,Orange Tabby/White,2014-04-29 15:25:00,2013-04-28 00:00:00,Female,366,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,1,4
A668217,2013-11-30 12:36:00,1006 E 7Th St in Austin (TX),Stray,Normal,Cat,Female,61,Domestic Shorthair Mix,Blue/White,2013-12-04 18:47:00,2013-09-30 00:00:00,Female,65,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,4,11
A713358,2015-10-06 08:05:00,Jollyville/Great Hills in Austin (TX),Stray,Injured,Dog,Male,2922,American Bulldog Mix,Black/White,2015-10-16 15:31:00,2007-10-06 00:00:00,Male,2932,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,10,10
A743788,2017-02-16 15:59:00,Pearce Ln And Hwy in Austin (TX),Stray,Normal,Dog,Female,1096,Chihuahua Shorthair Mix,White/Tan,2018-02-27 09:05:00,2014-02-16 00:00:00,Female,1472,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,375,2
A722593,2016-03-19 11:39:00,Austin (TX),Owner Surrender,Normal,Bird,Unknown,0,Duck Mix,Yellow,2016-03-24 12:37:00,2016-03-19 00:00:00,Unknown,5,0.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,5,3
A666507,2013-11-02 12:24:00,923 Walter St in Austin (TX),Stray,Normal,Cat,Male,22,Domestic Shorthair Mix,Cream,2013-12-11 12:50:00,2013-10-11 00:00:00,Male,61,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,39,11
A718446,2015-12-30 12:45:00,5701 Johnny Morris Rd in Austin (TX),Stray,Normal,Dog,Male,1826,Chihuahua Longhair Mix,White/Black,2016-07-01 00:00:00,2010-12-30 00:00:00,Male,2010,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,183,12
A710544,2015-08-24 13:37:00,9608 Brown Ln in Austin (TX),Stray,Normal,Dog,Male,2191,Pit Bull Mix,White/Black,2015-09-06 13:26:00,2009-08-24 00:00:00,Male,2204,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,12,8
A789487,2019-02-22 14:13:00,Tapadera Trace Lane And Alameda Trace Circle in Austin (TX),Stray,Normal,Cat,Male,730,Domestic Shorthair Mix,Brown Tabby/White,2019-02-26 12:05:00,2017-02-22 00:00:00,Male,734,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,3,2
A811088,2019-12-27 16:03:00,1001 Mahan Drive in Austin (TX),Stray,Normal,Cat,Female,730,Domestic Shorthair,Brown Tabby/White,2020-01-02 10:49:00,2017-12-27 00:00:00,Female,736,0.0,Intact,Intact,Austin (TX),Purebred,Mixed Colour,5,12
A744109,2017-02-23 11:17:00,Austin (TX),Euthanasia Request,Sick,Dog,Male,6940,Chihuahua Shorthair Mix,Brown,2017-02-24 10:38:00,1998-02-23 00:00:00,Male,6941,0.0,Neutered,Neutered,Austin (TX),Mixed,Single colour,0,2
A717490,2015-12-08 17:51:00,Gallant St And Mizzen St in Manor (TX),Stray,Normal,Dog,Male,730,Australian Shepherd Mix,Tricolor,2015-12-16 14:44:00,2013-12-08 00:00:00,Male,738,0.0,Intact,Neutered,Manor (TX),Mixed,Single colour,7,12
A707980,2015-07-20 18:13:00,2307 Ventura in Austin (TX),Stray,Normal,Cat,Male,22,Siamese Mix,Lynx Point,2015-12-04 12:58:00,2015-06-28 00:00:00,Male,159,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,136,7
A747130,2017-04-14 18:23:00,Riverside Dr And Montopolis Dr in Austin (TX),Stray,Normal,Dog,Female,1095,Miniature Poodle Mix,Black,2017-04-19 17:27:00,2014-04-15 00:00:00,Female,1100,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,4,4
A777024,2018-07-22 12:10:00,3400 South Congress Avenue in Austin (TX),Stray,Normal,Cat,Male,122,Domestic Shorthair Mix,Brown Tabby,2018-07-25 15:09:00,2018-03-22 00:00:00,Male,125,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,3,7
A702800,2015-05-18 09:27:00,11123 Old Lockhart Rd in Austin (TX),Stray,Nursing,Cat,Male,1,Domestic Shorthair Mix,Blue Tabby/White,2015-09-10 13:22:00,2015-05-17 00:00:00,Male,116,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,115,5
A673754,2014-03-01 16:24:00,Austin (TX),Owner Surrender,Normal,Cat,Male,74,Domestic Shorthair Mix,Orange Tabby/White,2014-03-03 17:21:00,2013-12-17 00:00:00,Male,76,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,2,3
A780988,2018-09-23 12:03:00,Austin (TX),Owner Surrender,Normal,Cat,Female,549,Domestic Shorthair Mix,Black/White,2018-09-24 11:43:00,2017-03-23 00:00:00,Female,550,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,0,9
A708401,2015-07-27 13:54:00,901 Springdale Road in Austin (TX),Stray,Normal,Cat,Male,48,Domestic Shorthair Mix,Orange Tabby,2015-09-12 17:46:00,2015-06-09 00:00:00,Male,95,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,47,7
A684916,2014-07-30 13:01:00,1500 North Railroad Avenue in Pflugerville (TX),Stray,Normal,Dog,Male,546,Pointer/Jack Russell Terrier,White/Black,2014-08-28 14:05:00,2013-01-30 00:00:00,Male,575,0.0,Intact,Neutered,Pflugerville (TX),Purebred,Mixed Colour,29,7
A685335,2014-08-05 18:12:00,1101 Elder Cir in Austin (TX),Stray,Normal,Cat,Unknown,92,Domestic Shorthair Mix,Black,2014-08-07 09:00:00,2014-05-05 00:00:00,Unknown,94,0.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,1,8
A777366,2018-07-27 16:00:00,303 Colorado Street in Austin (TX),Public Assist,Normal,Bat,Unknown,365,Bat Mix,Black,2018-08-08 14:30:00,2017-07-27 00:00:00,Unknown,377,1.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,11,7
A689228,2014-12-04 11:14:00,Austin (TX),Owner Surrender,Normal,Dog,Male,186,Dachshund/Chihuahua Shorthair,Sable/Tan,2014-12-05 15:55:00,2014-06-01 00:00:00,Male,187,0.0,Neutered,Neutered,Austin (TX),Purebred,Mixed Colour,1,12
A717140,2015-12-02 19:28:00,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Female,1095,Domestic Shorthair Mix,Brown Tabby,2015-12-06 19:30:00,2012-12-02 00:00:00,Female,1099,0.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,4,12
A738047,2016-11-08 17:16:00,8410 Alpine Dr in Travis (TX),Stray,Normal,Cat,Unknown,7,Domestic Shorthair Mix,Black,2016-11-08 19:27:00,2016-11-01 00:00:00,Unknown,7,0.0,Unknown,Unknown,Travis (TX),Mixed,Single colour,0,11
A744594,2017-03-03 15:59:00,509 W 11Th St in Austin (TX),Wildlife,Normal,Bat,Unknown,365,Bat Mix,Brown,2017-03-03 16:11:00,2016-03-03 00:00:00,Unknown,365,1.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,0,3
A809488,2019-11-25 14:08:00,Burleson Road And South Highway 183 in Austin (TX),Stray,Normal,Dog,Male,730,Pointer/Great Pyrenees,White/Blue Tick,2019-12-16 16:44:00,2017-11-25 00:00:00,Male,751,0.0,Intact,Intact,Austin (TX),Purebred,Mixed Colour,21,11
A688751,2014-09-23 12:04:00,5307 Wasson Rd in Austin (TX),Stray,Normal,Cat,Female,22,Domestic Longhair Mix,Orange Tabby/White,2014-09-23 13:22:00,2014-09-01 00:00:00,Female,22,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,0,9
A680709,2014-06-06 14:13:00,San Augustine/ Village West in Austin (TX),Stray,Normal,Cat,Female,38,Domestic Shorthair Mix,Brown Tabby/White,2014-11-07 14:16:00,2014-04-29 00:00:00,Female,192,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,154,6
A750605,2017-05-29 14:16:00,2904 Bond Drive in Austin (TX),Stray,Normal,Cat,Female,25,Domestic Medium Hair Mix,Black,2017-06-08 18:58:00,2017-05-04 00:00:00,Female,35,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,10,5
A694062,2014-12-20 13:42:00,Austin (TX),Owner Surrender,Normal,Dog,Male,731,Pit Bull Mix,White/Black,2014-12-22 08:09:00,2012-12-19 00:00:00,Male,733,1.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,1,12
A746813,2017-04-09 12:57:00,Austin (TX),Owner Surrender,Normal,Guinea Pig,Female,731,Guinea Pig Mix,Brown,2017-04-11 11:38:00,2015-04-09 00:00:00,Female,733,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,1,4
A798407,2019-06-25 15:12:00,1017 Northcape Drive in Austin (TX),Stray,Normal,Cat,Male,31,Domestic Shorthair,Orange Tabby/White,2019-07-21 13:40:00,2019-05-25 00:00:00,Male,57,0.0,Intact,Intact,Austin (TX),Purebred,Mixed Colour,25,6
A694649,2015-01-01 12:59:00,Shetland Chase in Austin (TX),Stray,Sick,Cat,Female,365,Domestic Shorthair Mix,Tortie,2015-01-02 11:31:00,2014-01-01 00:00:00,Female,366,1.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,1
A704961,2015-06-11 12:18:00,4008 E 12Th St in Austin (TX),Stray,Normal,Cat,Male,32,Domestic Medium Hair Mix,Orange Tabby/White,2015-07-10 13:50:00,2015-05-10 00:00:00,Male,61,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,29,6
A800831,2019-07-27 13:50:00,East Oltorf Drive And Pleasant Valley Drive in Austin (TX),Stray,Normal,Dog,Female,365,Catahoula,Brown Merle,2019-07-31 13:38:00,2018-07-27 00:00:00,Female,369,0.0,Spayed,Spayed,Austin (TX),Purebred,Single colour,3,7
A783803,2019-12-09 13:27:00,Austin (TX),Owner Surrender,Normal,Dog,Female,763,Flat Coat Retriever Mix,Black,2019-12-31 13:26:00,2017-11-06 00:00:00,Female,785,0.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,21,12
A679593,2014-05-23 13:19:00,Manor Rd And 51St St in Austin (TX),Stray,Normal,Cat,Male,45,Domestic Shorthair Mix,Brown Tabby,2014-07-12 17:27:00,2014-04-08 00:00:00,Male,95,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,50,5
A805406,2019-09-26 14:07:00,Ravenscroft Drive And Manchaca Road in Austin (TX),Stray,Normal,Dog,Female,62,Chihuahua Shorthair/Dachshund,Brown,2019-09-30 18:20:00,2019-07-26 00:00:00,Female,66,0.0,Intact,Spayed,Austin (TX),Purebred,Single colour,4,9
A771726,2018-05-09 13:54:00,20332 Hoge Eye Road in Travis (TX),Stray,Normal,Dog,Female,83,Plott Hound Mix,Brown Brindle,2018-05-14 17:50:00,2018-02-15 00:00:00,Female,88,0.0,Intact,Spayed,Travis (TX),Mixed,Single colour,5,5
A718846,2016-01-08 11:58:00,301 Laurelwood in Travis (TX),Public Assist,Normal,Dog,Male,334,Doberman Pinsch Mix,Red/Tan,2016-01-19 16:53:00,2015-02-08 00:00:00,Male,345,0.0,Intact,Intact,Travis (TX),Mixed,Mixed Colour,11,1
A783031,2018-10-24 13:41:00,1103 Marshall Ford Rd in Austin (TX),Stray,Normal,Dog,Male,730,Treeing Walker Coonhound Mix,Brown/White,2018-11-24 17:30:00,2016-10-24 00:00:00,Male,761,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,31,10
A805083,2019-09-22 11:54:00,3103 Lynridge Drive in Austin (TX),Stray,Normal,Cat,Male,32,Domestic Medium Hair,Black,2019-10-26 13:28:00,2019-08-21 00:00:00,Male,66,0.0,Intact,Neutered,Austin (TX),Purebred,Single colour,34,9
A485350,2017-02-21 14:17:00,N Capital Of Texas Hwy & Spicewood Springs Rd in Austin (TX),Stray,Normal,Dog,Male,3670,Chinese Sharpei,Black,2017-02-21 16:40:00,2007-02-04 00:00:00,Male,3670,0.0,Neutered,Neutered,Austin (TX),Purebred,Single colour,0,2
A674679,2014-03-16 16:36:00,Hudson Bend Rd in Austin (TX),Stray,Normal,Dog,Male,151,Labrador Retriever Mix,Black/White,2014-03-18 13:32:00,2013-10-16 00:00:00,Male,153,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,1,3
A685151,2014-08-19 11:17:00,Austin (TX),Owner Surrender,Normal,Cat,Male,259,Domestic Shorthair Mix,Black,2014-09-11 13:48:00,2013-12-03 00:00:00,Male,282,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,23,8
A772005,2018-05-13 15:04:00,Austin (TX),Owner Surrender,Normal,Cat,Female,365,Domestic Shorthair Mix,Orange Tabby/White,2018-05-21 14:24:00,2017-05-13 00:00:00,Female,373,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,7,5
A737119,2016-10-22 14:10:00,5129 Cameron Rd in Austin (TX),Stray,Normal,Dog,Female,366,Yorkshire Terrier Mix,Gray/Tan,2016-10-22 15:31:00,2015-10-22 00:00:00,Female,366,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,0,10
A707440,2015-09-16 09:17:00,4901 S. 1St Street in Austin (TX),Stray,Normal,Dog,Male,430,Staffordshire Mix,Blue/White,2015-09-19 13:09:00,2014-07-13 00:00:00,Male,433,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,3,9
A761361,2017-11-03 12:08:00,302 West William Cannon in Austin (TX),Stray,Normal,Cat,Female,365,Domestic Shorthair Mix,Brown Tabby/White,2017-11-07 10:47:00,2016-11-03 00:00:00,Female,369,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,3,11
A676993,2014-04-17 18:30:00,5800 Techni Center Dr in Austin (TX),Stray,Nursing,Cat,Male,22,Domestic Shorthair Mix,Black/White,2014-04-17 19:23:00,2014-03-26 00:00:00,Male,22,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,0,4
A803573,2019-09-03 10:41:00,2751 Highway 71 in Travis (TX),Stray,Normal,Cat,Female,365,Domestic Shorthair,Orange Tabby/White,2019-12-03 10:40:00,2018-09-03 00:00:00,Female,456,0.0,Intact,Spayed,Travis (TX),Purebred,Mixed Colour,90,9
A758190,2017-09-12 15:44:00,24602 Fawn Dr in Travis (TX),Stray,Normal,Dog,Female,243,Mastiff Mix,Brown Brindle,2017-10-02 16:38:00,2017-01-12 00:00:00,Female,263,0.0,Intact,Intact,Travis (TX),Mixed,Single colour,20,9
A679501,2014-05-21 17:16:00,Austin (TX),Stray,Normal,Cat,Male,15,Domestic Shorthair Mix,Brown Tabby/White,2014-05-21 17:45:00,2014-05-06 00:00:00,Male,15,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,0,5
A786326,2018-12-22 12:17:00,3819 Southway Drive in Austin (TX),Stray,Normal,Dog,Male,730,German Shorthair Pointer Mix,Brown/White,2018-12-31 13:47:00,2016-12-22 00:00:00,Male,739,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,9,12
A678506,2014-05-09 16:10:00,Austin (TX),Owner Surrender,Normal,Dog,Female,4199,Yorkshire Terrier Mix,Brown/Black,2014-05-09 18:07:00,2002-11-09 00:00:00,Female,4199,1.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,0,5
A799345,2019-07-07 15:28:00,Austin (TX),Stray,Normal,Dog,Female,365,Yorkshire Terrier,Black/Tan,2019-07-09 11:39:00,2018-07-07 00:00:00,Female,367,0.0,Intact,Intact,Austin (TX),Purebred,Mixed Colour,1,7
A669007,2013-12-12 15:01:00,170304 Casa Piedra in Travis (TX),Stray,Normal,Cat,Male,183,Domestic Longhair Mix,Black,2013-12-22 23:32:00,2013-06-12 00:00:00,Male,193,0.0,Intact,Intact,Travis (TX),Mixed,Single colour,10,12
A665781,2013-10-25 16:57:00,Austin (TX),Owner Surrender,Normal,Dog,Male,307,German Shepherd Mix,Brown/White,2013-10-28 16:32:00,2012-12-22 00:00:00,Male,310,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,2,10
